(95, 1.3400832935383444)
(96, 1.3366498108953238)
(97, 1.3305821332734884)
(98, 1.3270771302738968)
(99, 1.323156895661595)
(100, 1.319267377257347)
(101, 1.3156606696619846)
(102, 1.3109996885645623)
(103, 1.3092861783157275)
(104, 1.305123830643984)
(105, 1.3025699030785334)
(106, 1.2990070244051375)
(107, 1.2953812535678115)
(108, 1.2918487847955138)
(109, 1.2875861438042526)
(110, 1.2843106383627112)
(111, 1.2805187132981446)
(112, 1.2775504583758968)
(113, 1.2744778384149602)
(114, 1.2726984787405582)
(115, 1.2689962107202282)
(116, 1.2650144043667564)
(117, 1.2621298977452466)
(118, 1.2595208524647405)
(119, 1.2569291606670667)
(120, 1.2524728705485662)
(121, 1.2490916926998736)
(122, 1.24702146160798)
(123, 1.2442153837622665)
(124, 1.2414003413531087)
(125, 1.2379227724075317)
(126, 1.2356360020145538)
(127, 1.2322957572035902)
(128, 1.2329190336167812)
(129, 1.2287283234818036)
(130, 1.2265511888724108)
(131, 1.2247509979109727)
(132, 1.2231563930258607)
(133, 1.2220383501590644)
(134, 1.2192891142261562)
(135, 1.217865483849137)
(136, 1.2147724922089016)
(137, 1.2130582641511067)
(138, 1.211467487224634)
(139, 1.2085117341803133)
(140, 1.2060948048319136)
(141, 1.202447089320379)
(142, 1.2010341080981242)
(143, 1.1976235929902617)
(144, 1.1944221850070689)
(145, 1.1920680794222602)
(146, 1.190209636133011)
(147, 1.187747341029498)
(148, 1.185920765673792)
(149, 1.185416736458772)
(150, 1.182820279598236)
(151, 1.1811555651639472)
(152, 1.1781716334976648)
(153, 1.1769484807463253)
(154, 1.1752168861302463)
(155, 1.1741153747804702)
(156, 1.1716183068660588)
(157, 1.170266547020833)
(158, 1.167240174510811)
(159, 1.1659244542601723)
(160, 1.1631843879818917)
(161, 1.1609194449016027)
(162, 1.1600999280258462)
(163, 1.158482349357722)
(164, 1.1576671211457834)
(165, 1.1559694799509916)
(166, 1.1549949584955193)
(167, 1.1533095129949604)
(168, 1.1504197088735444)
(169, 1.1479645071650397)
(170, 1.1470185910954196)
(171, 1.1448498375234548)
(172, 1.1432405228531637)
(173, 1.141704267160052)
(174, 1.1399114587526211)
(175, 1.1381458251816885)
(176, 1.1361297988756136)
(177, 1.1346272105551036)
(178, 1.133638418792339)
(179, 1.1333489777655574)
(180, 1.1321374307076135)
(181, 1.130114512548921)
(182, 1.127955091196102)
(183, 1.126727772215025)
(184, 1.126023718520351)
(185, 1.1243039173048897)
(186, 1.1233205776060782)
(187, 1.1213592204818115)
(188, 1.1200141076077805)
(189, 1.1183247295006242)
(190, 1.1174718201160432)
(191, 1.1157392353911675)
(192, 1.1141095242152612)
(193, 1.112374368418066)
(194, 1.1113329883088772)
(195, 1.11046921534416)
(196, 1.1086899562149632)
(197, 1.10690963994428)
(198, 1.1058387205456242)
(199, 1.1039288987466438)
(200, 1.1027955228090287)
(201, 1.101198227251347)
(202, 1.1001814786750492)
(203, 1.0989243884391973)
(204, 1.0981983463553822)
(205, 1.0967111706733703)
(206, 1.0956919887690868)
(207, 1.0940625261569368)
(208, 1.093676808075263)
(209, 1.0924273233094284)
(210, 1.0916130801041921)
(211, 1.089610273239172)
(212, 1.0887849603621464)
(213, 1.088669736340572)
(214, 1.0867331738226882)
(215, 1.0856252941974374)
(216, 1.0850220325368423)
(217, 1.0837136248839065)
(218, 1.0831800259034567)
(219, 1.0823104435994746)
(220, 1.0809345803477548)
(221, 1.0797018338652218)
(222, 1.0791736357920878)
(223, 1.0785495580044562)
(224, 1.0777767353824206)
(225, 1.0767000195715162)
(226, 1.075702412993507)
(227, 1.0744544493469372)
(228, 1.0738639896898938)
(229, 1.0728890359661984)
(230, 1.0720527317212976)
(231, 1.0701071467750516)
(232, 1.0707523571006183)
(233, 1.069289546667762)
(234, 1.0687563360756278)
(235, 1.0676585552540232)
(236, 1.06728324874983)
(237, 1.0672965706149233)
(238, 1.0665697610678793)
(239, 1.0654190843574172)
(240, 1.0643270244201024)
(241, 1.0630972439817372)
(242, 1.0631414307050469)
(243, 1.0614533333621399)
(244, 1.059746789394832)
(245, 1.0587233180902442)
(246, 1.05782645819633)
(247, 1.0568812919049129)
(248, 1.055760585492657)
(249, 1.0548913818765357)
(250, 1.0539152348041534)
(251, 1.0528459767421403)
(252, 1.0521161426154395)
(253, 1.0522843309541936)
(254, 1.0518455244894103)
(255, 1.0511411407414604)
(256, 1.0509533670265228)
(257, 1.049764312194943)
(258, 1.0484939658826635)
(259, 1.0485061561278854)
(260, 1.0470448626921727)
(261, 1.0461567606049023)
(262, 1.045358115707645)
(263, 1.0446772183302238)
(264, 1.0438737747344105)
(265, 1.0432572421037927)
(266, 1.042258258152725)
(267, 1.0409832853502996)
(268, 1.039941449441127)
(269, 1.039085445794031)
(270, 1.0377797736061944)
(271, 1.0372383323982632)
(272, 1.0360379407511038)
(273, 1.0354161002697089)
(274, 1.0341095245667618)
(275, 1.0333805118907582)
(276, 1.0347112983033278)
(277, 1.0348022836210065)
(278, 1.034327749940131)
(279, 1.0334828468206536)
(280, 1.032784368949277)
(281, 1.0315360704774958)
(282, 1.0308300895048372)
(283, 1.0300681603670963)
(284, 1.029229142296482)
(285, 1.0288685026921724)
(286, 1.0281393232045475)
(287, 1.0270724622630076)
(288, 1.0257760104205873)
(289, 1.0256839815308065)
(290, 1.024545284386339)
(291, 1.0225818229909616)
(292, 1.0223124728423276)
(293, 1.021840890011283)
(294, 1.021515537382794)
(295, 1.0210359127844795)
(296, 1.020425159886882)
(297, 1.0203727528904423)
(298, 1.0196566996758416)
(299, 1.0191427743355168)
(300, 1.0183640910188356)
(301, 1.0178997113657156)
(302, 1.016890634665426)
(303, 1.0166927384267939)
(304, 1.016532851775226)
(305, 1.0161974503368627)
(306, 1.0154427479879529)
(307, 1.0148558233188107)
(308, 1.0142924004754463)
(309, 1.0136727280794224)
(310, 1.0128844769731644)
(311, 1.0121806962505415)
(312, 1.0113738352098527)
(313, 1.0102993694547646)
(314, 1.0100460928526653)
(315, 1.0095367279317644)
(316, 1.0087977693993835)
(317, 1.0079327271751801)
(318, 1.0074088818059777)
(319, 1.0066479413673795)
(320, 1.0064081949181856)
(321, 1.0067558690580622)
(322, 1.0064484076285214)
(323, 1.0053709692814772)
(324, 1.0052576991327016)
(325, 1.0046572370712574)
(326, 1.0036695609611967)
(327, 1.0030851631171842)
(328, 1.0027267946520957)
(329, 1.0021531254868377)
(330, 1.0020392821593718)
(331, 1.0012255247085837)
(332, 1.0004012594560543)
(333, 0.999833243476736)
(334, 0.9992554318940569)
(335, 0.9985992026862813)
(336, 0.9982574735546396)
(337, 0.9972284566224152)
(338, 0.9965707614753373)
(339, 0.9956578082215469)
(340, 0.994883013911107)
(341, 0.9943573633072313)
(342, 0.9938382676296067)
(343, 0.992718160413097)
(344, 0.9923531880039115)
(345, 0.9920700699522875)
(346, 0.9919559730787497)
(347, 0.9912151703745212)
(348, 0.9903682796605702)
(349, 0.9904634242925398)
(350, 0.990349560379982)
(351, 0.9894998614434842)
(352, 0.9891218714924022)
(353, 0.9882951129766091)
(354, 0.9879080340855539)
(355, 0.986998901988419)
(356, 0.9859224871805544)
(357, 0.9859072595250373)
(358, 0.9858769548838365)
(359, 0.9852687395216695)
(360, 0.9846912308699555)
(361, 0.9840483679500643)
(362, 0.9840101608749252)
(363, 0.9835039026645261)
(364, 0.9831462251124802)
(365, 0.9825865334843936)
(366, 0.9821922472103046)
(367, 0.9813864072759405)
(368, 0.9807341697261386)
(369, 0.9810256046169819)
(370, 0.9812042905672177)
(371, 0.9808935557574917)
(372, 0.9801913893190763)
(373, 0.9799300800539533)
(374, 0.9794608144996001)
(375, 0.9788162974516551)
(376, 0.9781397008039849)
(377, 0.9774148438115967)
(378, 0.9768916498574)
(379, 0.9759657492266481)
(380, 0.9756977660875571)
(381, 0.9757217041307235)
(382, 0.9755622711013124)
(383, 0.9749421636834157)
(384, 0.9749492873282483)
(385, 0.9742540067666536)
(386, 0.9744816156094556)
(387, 0.9740003796356901)
(388, 0.9735427570250845)
(389, 0.9733352582221779)
(390, 0.9727096105997379)
(391, 0.9720449942304655)
(392, 0.9714701063930988)
(393, 0.9703114119953175)
(394, 0.970092830697292)
(395, 0.9695843046979059)
(396, 0.968903921394035)
(397, 0.9680312638468946)
(398, 0.967581545213359)
(399, 0.9669755308102247)
(400, 0.9663900335878134)
(401, 0.9660829093836787)
(402, 0.9653775436219885)
(403, 0.9644859831770951)
(404, 0.9641206191465406)
(405, 0.9643336573500693)
(406, 0.9637851749588116)
(407, 0.9634184225917741)
(408, 0.963631200220655)
(409, 0.9633887521649339)
(410, 0.9623613649025196)
(411, 0.962400123223191)
(412, 0.9620630556663263)
(413, 0.961509045835846)
(414, 0.961557812232902)
(415, 0.9606429317629481)
(416, 0.9602440016057628)
(417, 0.9600569204889613)
(418, 0.9597984189479545)
(419, 0.9599458931596296)
(420, 0.9595550840099653)
(421, 0.9594085746734555)
(422, 0.959294717105644)
(423, 0.9589659852761749)
(424, 0.9591548854028279)
(425, 0.9588908325223362)
(426, 0.9584990554432354)
(427, 0.9580777739054704)
(428, 0.958150534916704)
(429, 0.9576734496858015)
(430, 0.9574108823094257)
(431, 0.9569306383968229)
(432, 0.9564102474876024)
(433, 0.9557397788859405)
(434, 0.9555471633573831)
(435, 0.9552754856389144)
(436, 0.9544084607324469)
(437, 0.9540331489843417)
(438, 0.9536327748946404)
(439, 0.9533541959483423)
(440, 0.952817737582055)
(441, 0.9524513766203337)
(442, 0.9520998399586699)
(443, 0.9518959385681368)
(444, 0.9513368787126498)
(445, 0.9511471986100914)
(446, 0.9508245307367479)
(447, 0.9503419821294362)
(448, 0.950208834705076)
(449, 0.9496960203870634)
(450, 0.9491226975785362)
(451, 0.9482876784653462)
(452, 0.94793008366781)
(453, 0.947400299458051)
(454, 0.9466713745032113)
(455, 0.946362909576395)
(456, 0.9459474806330705)
(457, 0.945225718963068)
(458, 0.9449762223719509)
(459, 0.9443987516406315)
(460, 0.9439776712785597)
(461, 0.9437511717807704)
(462, 0.9430240214000016)
(463, 0.9426689830892286)
(464, 0.9428674754012247)
(465, 0.942534855552899)
(466, 0.9419775407585463)
(467, 0.9415799492304023)
(468, 0.9413333063324293)
(469, 0.9409896246532896)
(470, 0.9401266347220604)
(471, 0.9399957393005396)
(472, 0.9401825362721742)
(473, 0.9400288256605887)
(474, 0.939839464891309)
(475, 0.9395224993479879)
(476, 0.9391286998611539)
(477, 0.939135373825797)
(478, 0.9391570333781103)
(479, 0.9384025162968606)
(480, 0.9382301429286599)
(481, 0.9381424352805481)
(482, 0.9376627953097039)
(483, 0.9374420390489432)
(484, 0.9373232121925709)
(485, 0.9369363280301242)
(486, 0.93647879981455)
(487, 0.9365062705667602)
(488, 0.9362660671477435)
(489, 0.9356882786092583)
(490, 0.9351169854402542)
(491, 0.9348331192724574)
(492, 0.9343302038505794)
(493, 0.9346973641528077)
(494, 0.9343276381613272)
(495, 0.9338769698985899)
(496, 0.933479295442662)
(497, 0.932815384037298)
(498, 0.9326594592217939)
(499, 0.9325919081428964)
(500, 0.9321878550648689)
(501, 0.9320543088955794)
(502, 0.9315445541266901)
(503, 0.930891303193735)
(504, 0.9305007797739808)
(505, 0.930165557046928)
(506, 0.930114587599581)
(507, 0.9300465101203504)
(508, 0.929573464170685)
(509, 0.9296438136011772)
(510, 0.929800348831158)
(511, 0.9294595061099693)
(512, 0.9289540375466458)
(513, 0.9287323157573536)
(514, 0.9283979634250649)
(515, 0.927875829726747)
(516, 0.9273178552587827)
(517, 0.9273268762017588)
(518, 0.9272347108162508)
(519, 0.9267162980946043)
(520, 0.9264165774560892)
(521, 0.9264373571653055)
(522, 0.926193031600152)
(523, 0.9255249398274358)
(524, 0.9252584662487489)
(525, 0.9252841503847213)
(526, 0.9248723065331862)
(527, 0.9244406392384299)
(528, 0.9241555263711647)
(529, 0.9238350752508708)
(530, 0.9235602076885835)
(531, 0.9231389140790914)
(532, 0.9231073171236461)
(533, 0.9227762100956006)
(534, 0.922612090961317)
(535, 0.9224626792368488)
(536, 0.9220902605621673)
(537, 0.9217340974501391)
(538, 0.9214657126860104)
(539, 0.9216091993898983)
(540, 0.9215505537611467)
(541, 0.921306293409545)
(542, 0.9210443475259626)
(543, 0.9209012997852943)
(544, 0.9205669739338405)
(545, 0.9202569148409258)
(546, 0.9201847063206927)
(547, 0.920108881195023)
(548, 0.9198301619965664)
(549, 0.9191669522630278)
(550, 0.9190200397643176)
(551, 0.9189252687344317)
(552, 0.9189324263969193)
(553, 0.9192130500433889)
(554, 0.9191592934437177)
(555, 0.9188118659161233)
(556, 0.9185714228011721)
(557, 0.9185254758414503)
(558, 0.9179592520853097)
(559, 0.9182490670723651)
(560, 0.9180054397987468)
(561, 0.9176208261606315)
(562, 0.9174860475644522)
(563, 0.9174485455927163)
(564, 0.9170249460119728)
(565, 0.9170703172156242)
(566, 0.9167842282107357)
(567, 0.9163465167164172)
(568, 0.9162847187212655)
(569, 0.9160441115681861)
(570, 0.915820618209086)
(571, 0.9155840822046984)
(572, 0.9153662999714172)
(573, 0.9149913970400526)
(574, 0.9148164929932419)
(575, 0.9145600257230841)
(576, 0.9141868258205553)
(577, 0.9136004834799047)
(578, 0.913157816525149)
(579, 0.9129578402725937)
(580, 0.9124387210299229)
(581, 0.9123901971543718)
(582, 0.9120595928832018)
(583, 0.9117030251394209)
(584, 0.9111266770489412)
(585, 0.9105636233447963)
(586, 0.9105823924415347)
(587, 0.9102913402719026)
(588, 0.9097988588773475)
(589, 0.9097707072725117)
(590, 0.909498701408758)
(591, 0.9091763339571138)
(592, 0.9092385345516173)
(593, 0.908978124543346)
(594, 0.9090363545349551)
(595, 0.9092896272655294)
(596, 0.909149219275721)
(597, 0.9090584934356823)
(598, 0.9090166684476827)
(599, 0.9086876016526867)
(600, 0.908225439141194)
(601, 0.907811879367876)
(602, 0.90744329850341)
(603, 0.9070082878690849)
(604, 0.906869563489955)
(605, 0.9066953638861002)
(606, 0.9065522111386749)
(607, 0.906833873401953)
(608, 0.9065953603406486)
(609, 0.9060607668507863)
(610, 0.9058397150919085)
(611, 0.9057360687056852)
(612, 0.9054983465207948)
(613, 0.9053731021542728)
(614, 0.9054902187679024)
(615, 0.9052183114900821)
(616, 0.905210516621153)
(617, 0.9049615027742216)
(618, 0.9047606029460346)
(619, 0.9044534439320325)
(620, 0.9038996350861365)
(621, 0.9036102318437395)
(622, 0.903576022127817)
(623, 0.9030974560430689)
(624, 0.9028250859238398)
(625, 0.9023532166957855)
(626, 0.9019921415815719)
(627, 0.9019757091428675)
(628, 0.9020295500470574)
(629, 0.9020426937146483)
(630, 0.9017904629309972)
(631, 0.9015768298350877)
(632, 0.9015449083209792)
(633, 0.901421254797946)
(634, 0.901271160515701)
(635, 0.9013138030927013)
(636, 0.9009590761372878)
(637, 0.9007660497208031)
(638, 0.9007622578581299)
(639, 0.9007182062045322)
(640, 0.9009087309706956)
(641, 0.900960598972026)
(642, 0.9006620060153468)
(643, 0.9004806494731369)
(644, 0.9003458890763129)
(645, 0.9001055067361787)
(646, 0.8996032080137324)
(647, 0.8995944729083473)
(648, 0.8992485205792351)
(649, 0.8988519448253149)
(650, 0.8989775223456896)
(651, 0.8985785086125639)
(652, 0.8983631505648051)
(653, 0.898420415236793)
(654, 0.8981523505135778)
(655, 0.897917469721714)
(656, 0.897834122953255)
(657, 0.8976237671832515)
(658, 0.8972364300380724)
(659, 0.8967358162895139)
(660, 0.8965727459752199)
(661, 0.8960836000864516)
(662, 0.8961143840745857)
(663, 0.8958335092254713)
(664, 0.8956325492675764)
(665, 0.895385501035174)
(666, 0.8954555443725787)
(667, 0.8949333625486766)
(668, 0.8945469566715691)
(669, 0.8943217362434518)
(670, 0.8939174304702389)
(671, 0.8937563148678326)
(672, 0.8935056938568041)
(673, 0.8935727501429208)
(674, 0.8933932557038808)
(675, 0.8934720051288605)
(676, 0.893483878813199)
(677, 0.8934105577902041)
(678, 0.89298027916468)
(679, 0.8927805440854254)
(680, 0.8927521081093479)
(681, 0.8924045929912253)
(682, 0.8922757929808234)
(683, 0.8920015550898948)
(684, 0.8920913461966125)
(685, 0.8918327690476049)
(686, 0.8915422600055922)
(687, 0.8914306355095326)
(688, 0.8913591303537751)
(689, 0.8912170487408714)
(690, 0.8911419354055239)
(691, 0.8910345345002353)
(692, 0.8906432509508436)
(693, 0.8905202106910006)
(694, 0.8907342379220281)
(695, 0.8904910693494537)
(696, 0.8905731308991196)
(697, 0.8904175611701894)
(698, 0.8903095030938315)
(699, 0.8898527649083363)
(700, 0.8899439896430288)
(701, 0.8897886234156245)
(702, 0.8897829084229945)
(703, 0.8899072521017761)
(704, 0.8898721882142127)
(705, 0.8895071600768583)
(706, 0.8893466875083723)
(707, 0.8890644068680862)
(708, 0.888699149807631)
(709, 0.8887250107753765)
(710, 0.8885250257354387)
(711, 0.8883021366998616)
(712, 0.8879548782126957)
(713, 0.8877519071102142)
(714, 0.8877637485245696)
(715, 0.8873509161539012)
(716, 0.8871155918560214)
(717, 0.8870048082772658)
(718, 0.8868347200095488)
(719, 0.8865937541273937)
(720, 0.8862534705549479)
(721, 0.8861520909981986)
(722, 0.886017950989533)
(723, 0.8857742792425644)
(724, 0.8856887490956823)
(725, 0.8856227842281604)
(726, 0.8853401890224661)
(727, 0.8853166029164683)
(728, 0.8851135180301064)
(729, 0.8850246074677168)
(730, 0.8848951695308294)
(731, 0.884752246855711)
(732, 0.884751687080808)
(733, 0.8846863635484064)
(734, 0.8845795728773772)
(735, 0.8844494443766925)
(736, 0.8844502010666158)
(737, 0.8841688541172318)
(738, 0.884234204322988)
(739, 0.8840306254055891)
(740, 0.8838449052459485)
(741, 0.8836897847703916)
(742, 0.8832586796858882)
(743, 0.8831491994585035)
(744, 0.8829237878402715)
(745, 0.8828946902847931)
(746, 0.8827820639587919)
(747, 0.8827380680415525)
(748, 0.8828281532714074)
(749, 0.8826405047494993)
(750, 0.8827770785888036)
(751, 0.8827990290724961)
(752, 0.8825839854222028)
(753, 0.8825505745917519)
(754, 0.8824590475790064)
(755, 0.8826402662210907)
(756, 0.8821898304201938)
(757, 0.8820146284849829)
(758, 0.8818077296804941)
(759, 0.8816935105521688)
(760, 0.8816346881028853)
(761, 0.8814751670723989)
(762, 0.8812422830992797)
(763, 0.8811041782677251)
(764, 0.880863992370548)
(765, 0.8807683558635462)
(766, 0.8805468247002161)
(767, 0.8802641164292879)
(768, 0.8803434278427934)
(769, 0.8801714876770819)
(770, 0.8800151470032606)
(771, 0.8796761343992483)
(772, 0.8795284161373124)
(773, 0.879387302702488)
(774, 0.8791981668666352)
(775, 0.8791858068973787)
(776, 0.879042934703151)
(777, 0.8791084542314365)
(778, 0.8786999577498374)
(779, 0.8784749340720293)
(780, 0.8783336372329639)
(781, 0.8781822603505949)
(782, 0.8777744477743383)
(783, 0.8774428260661329)
(784, 0.8772302563777383)
(785, 0.8770415363418069)
(786, 0.8767883147826329)
(787, 0.8763870535160414)
(788, 0.8761072243908941)
(789, 0.8761574354386299)
(790, 0.8760158939074867)
(791, 0.8757118837043699)
(792, 0.8755890327797393)
(793, 0.8757040065068465)
(794, 0.8758852087355381)
(795, 0.8757314891560273)
(796, 0.8754769864318958)
(797, 0.8755517052661819)
(798, 0.8753335798219929)
(799, 0.8751968129331686)
(800, 0.8750983459874988)
(801, 0.8748931254861357)
(802, 0.8748672011115605)
(803, 0.874945945601683)
(804, 0.8748658786884588)
(805, 0.8746485265515606)
(806, 0.8745297992569637)
(807, 0.874644139922389)
(808, 0.8745979391923635)
(809, 0.8741839655913293)
(810, 0.8741461300187641)
(811, 0.8742193612379152)
(812, 0.8739625662932256)
(813, 0.8739675612247298)
(814, 0.8736296995046391)
(815, 0.8734800211856701)
(816, 0.8732484956363252)
(817, 0.873346060952183)
(818, 0.8730852991196812)
(819, 0.8730732658479967)
(820, 0.8729678883421712)
(821, 0.8727511705129649)
(822, 0.8728382608823823)
(823, 0.8726509034199095)
(824, 0.8727218570567451)
(825, 0.8726555339134101)
(826, 0.8724474179903474)
(827, 0.8723731219336084)
(828, 0.8721532770904942)
(829, 0.8722824202299981)
(830, 0.8722311935870044)
(831, 0.8722303641330177)
(832, 0.872116647195071)
(833, 0.8719506845110748)
(834, 0.8718309384241378)
(835, 0.8716913956724955)
(836, 0.8715618204628451)
(837, 0.8715944010653092)
(838, 0.8715151979772459)
(839, 0.8714985074175697)
(840, 0.8714866492365088)
(841, 0.8714705234688046)
(842, 0.8712795371468447)
(843, 0.8713143837338806)
(844, 0.8710450964728238)
(845, 0.8709625676891507)
(846, 0.8706501119596175)
(847, 0.8705779605730928)
(848, 0.870607700515187)
(849, 0.8704136726923629)
(850, 0.870320299408015)
(851, 0.8702290662937523)
(852, 0.8701669986888836)
(853, 0.869945861075995)
(854, 0.8699745551554324)
(855, 0.8698427399348098)
(856, 0.8694931865086623)
(857, 0.8693708450193305)
(858, 0.8691848923901578)
(859, 0.8692472352623524)
(860, 0.8691334731010504)
(861, 0.8690663887302497)
(862, 0.8688012877016775)
(863, 0.8687767995260267)
(864, 0.8687248553183896)
(865, 0.8685616960759797)
(866, 0.8683764061462521)
(867, 0.8683342822626525)
(868, 0.8681846053987604)
(869, 0.8680097705955747)
(870, 0.8678219502342158)
(871, 0.8675090920706157)
(872, 0.8672961867798906)
(873, 0.8673096939255691)
(874, 0.8670986522185175)
(875, 0.8668583229950496)
(876, 0.8667082837931642)
(877, 0.866474349829055)
(878, 0.866452327791542)
(879, 0.8662225273485477)
(880, 0.8660146236081016)
(881, 0.8656380575374361)
(882, 0.865433695398761)
(883, 0.8654599736190464)
(884, 0.8654236841053445)
(885, 0.8655859884232451)
(886, 0.8654313687209889)
(887, 0.8653032729631078)
(888, 0.8651390630449798)
(889, 0.865028863313898)
(890, 0.865003043580591)
(891, 0.8650254530604305)
(892, 0.8646391338497534)
(893, 0.8644258496408901)
(894, 0.8643440039165868)
(895, 0.864127677878854)
(896, 0.8640198400576732)
(897, 0.8638968014198801)
(898, 0.8639629159645408)
(899, 0.8637803145523729)
(900, 0.8636960874332322)
(901, 0.8636315108734812)
(902, 0.8636770359758792)
(903, 0.863659006581618)
(904, 0.8638129261017373)
(905, 0.8636505400607599)
(906, 0.8635395745896872)
(907, 0.8633277058404231)
(908, 0.863255695919896)
(909, 0.8631816282458562)
(910, 0.8629777037507885)
(911, 0.8629102906790836)
(912, 0.8630987462963451)
(913, 0.8628267660524863)
(914, 0.8626748969374913)
(915, 0.8623663143707755)
(916, 0.8622968297402932)
(917, 0.8621223787640018)
(918, 0.8620533737676596)
(919, 0.8620997367992235)
(920, 0.8619137962551221)
(921, 0.8617731865725998)
(922, 0.8614767162440398)
(923, 0.8613637163024295)
(924, 0.8612718663754917)
(925, 0.8612526169016554)
(926, 0.8611052575366286)
(927, 0.8610467716906834)
(928, 0.8610104299632126)
(929, 0.8607526020867704)
(930, 0.8607414288866905)
(931, 0.8608245321106321)
(932, 0.8608094563491866)
(933, 0.8606809572199916)
(934, 0.8606704673560325)
(935, 0.8605003821339837)
(936, 0.8603139652464634)
(937, 0.8603333490826149)
(938, 0.8600316654835174)
(939, 0.8598721802742464)
(940, 0.859785573755173)
(941, 0.85953533069867)
(942, 0.8594596116722516)
(943, 0.8591652334621325)
(944, 0.858986657018126)
(945, 0.8587512438574796)
(946, 0.8584020826138603)
(947, 0.8586358170889499)
(948, 0.8584802873464074)
(949, 0.8582442156946948)
(950, 0.8581639638386275)
(951, 0.8580652162918407)
(952, 0.8577772683518774)
(953, 0.8577519027596381)
(954, 0.8577162013926096)
(955, 0.8575402203342677)
(956, 0.8575321037213174)
(957, 0.8573797587752965)
(958, 0.8574291087204827)
(959, 0.8573676228709713)
(960, 0.8572636039617161)
(961, 0.8570792790692257)
(962, 0.8569906375945977)
(963, 0.8568790317633936)
(964, 0.8567470457111157)
(965, 0.8563978165851356)
(966, 0.8562517951919425)
(967, 0.8561526624776709)
(968, 0.8560645405110742)
(969, 0.8561428209884002)
(970, 0.8562067966793001)
(971, 0.856090925534157)
(972, 0.8558713936940633)
(973, 0.8556557084220286)
(974, 0.8555407603357362)
(975, 0.8553066949049631)
(976, 0.8554374425076559)
(977, 0.8556887804241727)
(978, 0.8557148938103444)
(979, 0.8556958154772348)
(980, 0.855584348251625)
(981, 0.8555517079694069)
(982, 0.8555247292317101)
(983, 0.8553629831950031)
(984, 0.8553800290011293)
(985, 0.8553191712362512)
(986, 0.8551297610659628)
(987, 0.8550806464938769)
(988, 0.8550529643169299)
(989, 0.8548411911671757)
(990, 0.8547415455483427)
(991, 0.8545570523599323)
(992, 0.8544914735360972)
(993, 0.8544580781867978)
(994, 0.8541653608712152)
(995, 0.8541482789732104)
(996, 0.8539528808739769)
(997, 0.853848766628933)
(998, 0.8536951302705642)
(999, 0.8535935358182566)
(1000, 0.8534431543648243)
(1001, 0.8532208268280391)
(1002, 0.8530872816037751)
(1003, 0.8529710072879183)
(1004, 0.8527041085034728)
(1005, 0.8528590146878465)
(1006, 0.8528898659626959)
(1007, 0.8525710990495218)
(1008, 0.8523903404850335)
(1009, 0.8521319367545329)
(1010, 0.852046217275138)
